MultiByteToWideChar	External[0003d11c]	External Function	KERNEL32.DLL	Imported	4	0
QueryPerformanceCounter	External[0003d140]	External Function	KERNEL32.DLL	Imported	2	0
GetCurrentProcessId	External[0003d15a]	External Function	KERNEL32.DLL	Imported	2	0
GetCurrentThreadId	External[0003d170]	External Function	KERNEL32.DLL	Imported	2	0
GetSystemTimeAsFileTime	External[0003d186]	External Function	KERNEL32.DLL	Imported	3	0
InitializeSListHead	External[0003d1a0]	External Function	KERNEL32.DLL	Imported	2	0
IsDebuggerPresent	External[0003d1b6]	External Function	KERNEL32.DLL	Imported	4	0
UnhandledExceptionFilter	External[0003d1ca]	External Function	KERNEL32.DLL	Imported	4	0
SetUnhandledExceptionFilter	External[0003d1e6]	External Function	KERNEL32.DLL	Imported	5	0
GetStartupInfoW	External[0003d204]	External Function	KERNEL32.DLL	Imported	2	0
IsProcessorFeaturePresent	External[0003d216]	External Function	KERNEL32.DLL	Imported	7	0
GetModuleHandleW	External[0003d232]	External Function	KERNEL32.DLL	Imported	3	0
GetCurrentProcess	External[0003d246]	External Function	KERNEL32.DLL	Imported	4	0
TerminateProcess	External[0003d25a]	External Function	KERNEL32.DLL	Imported	4	0
RaiseException	External[0003d26e]	External Function	KERNEL32.DLL	Imported	3	0
RtlUnwind	External[0003d280]	External Function	KERNEL32.DLL	Imported	3	0
GetLastError	External[0003d28c]	External Function	KERNEL32.DLL	Imported	37	0
SetLastError	External[0003d29c]	External Function	KERNEL32.DLL	Imported	6	0
EncodePointer	External[0003d2ac]	External Function	KERNEL32.DLL	Imported	2	0
EnterCriticalSection	External[0003d2bc]	External Function	KERNEL32.DLL	Imported	5	0
LeaveCriticalSection	External[0003d2d4]	External Function	KERNEL32.DLL	Imported	5	0
DeleteCriticalSection	External[0003d2ec]	External Function	KERNEL32.DLL	Imported	6	0
InitializeCriticalSectionAndSpinCount	External[0003d304]	External Function	KERNEL32.DLL	Imported	3	0
TlsAlloc	External[0003d32c]	External Function	KERNEL32.DLL	Imported	2	0
TlsGetValue	External[0003d338]	External Function	KERNEL32.DLL	Imported	2	0
TlsSetValue	External[0003d346]	External Function	KERNEL32.DLL	Imported	2	0
TlsFree	External[0003d354]	External Function	KERNEL32.DLL	Imported	2	0
FreeLibrary	External[0003d35e]	External Function	KERNEL32.DLL	Imported	5	0
GetProcAddress	External[0003d36c]	External Function	KERNEL32.DLL	Imported	4	0
LoadLibraryExW	External[0003d37e]	External Function	KERNEL32.DLL	Imported	5	0
GetStdHandle	External[0003d390]	External Function	KERNEL32.DLL	Imported	3	0
GetFileType	External[0003d3a0]	External Function	KERNEL32.DLL	Imported	6	0
GetModuleFileNameW	External[0003d3ae]	External Function	KERNEL32.DLL	Imported	3	0
GetModuleHandleExW	External[0003d3c4]	External Function	KERNEL32.DLL	Imported	3	0
WriteConsoleW	External[0003d3da]	External Function	KERNEL32.DLL	Imported	4	0
ReadFile	External[0003d3ea]	External Function	KERNEL32.DLL	Imported	5	0
CreateFileW	External[0003d3f6]	External Function	KERNEL32.DLL	Imported	4	0
GetDriveTypeW	External[0003d404]	External Function	KERNEL32.DLL	Imported	3	0
GetFileInformationByHandle	External[0003d414]	External Function	KERNEL32.DLL	Imported	2	0
CloseHandle	External[0003d432]	External Function	KERNEL32.DLL	Imported	7	0
PeekNamedPipe	External[0003d440]	External Function	KERNEL32.DLL	Imported	2	0
SystemTimeToTzSpecificLocalTime	External[0003d450]	External Function	KERNEL32.DLL	Imported	2	0
FileTimeToSystemTime	External[0003d472]	External Function	KERNEL32.DLL	Imported	2	0
SetFileTime	External[0003d48a]	External Function	KERNEL32.DLL	Imported	2	0
TzSpecificLocalTimeToSystemTime	External[0003d498]	External Function	KERNEL32.DLL	Imported	3	0
SystemTimeToFileTime	External[0003d4ba]	External Function	KERNEL32.DLL	Imported	3	0
WriteFile	External[0003d4d2]	External Function	KERNEL32.DLL	Imported	7	0
ExitProcess	External[0003d4de]	External Function	KERNEL32.DLL	Imported	2	0
GetCommandLineA	External[0003d4ec]	External Function	KERNEL32.DLL	Imported	2	0
GetCommandLineW	External[0003d4fe]	External Function	KERNEL32.DLL	Imported	2	0
HeapAlloc	External[0003d510]	External Function	KERNEL32.DLL	Imported	3	0
HeapFree	External[0003d51c]	External Function	KERNEL32.DLL	Imported	2	0
CompareStringW	External[0003d528]	External Function	KERNEL32.DLL	Imported	2	0
LCMapStringW	External[0003d53a]	External Function	KERNEL32.DLL	Imported	2	0
GetConsoleMode	External[0003d54a]	External Function	KERNEL32.DLL	Imported	3	0
ReadConsoleW	External[0003d55c]	External Function	KERNEL32.DLL	Imported	2	0
OutputDebugStringW	External[0003d56c]	External Function	KERNEL32.DLL	Imported	2	0
GetTimeZoneInformation	External[0003d582]	External Function	KERNEL32.DLL	Imported	2	0
HeapReAlloc	External[0003d59c]	External Function	KERNEL32.DLL	Imported	2	0
FlushFileBuffers	External[0003d5aa]	External Function	KERNEL32.DLL	Imported	2	0
GetConsoleOutputCP	External[0003d5be]	External Function	KERNEL32.DLL	Imported	2	0
SetFilePointerEx	External[0003d5d4]	External Function	KERNEL32.DLL	Imported	3	0
GetFileSizeEx	External[0003d5e8]	External Function	KERNEL32.DLL	Imported	2	0
DeleteFileW	External[0003d5f8]	External Function	KERNEL32.DLL	Imported	2	0
GetCurrentDirectoryW	External[0003d606]	External Function	KERNEL32.DLL	Imported	3	0
GetFullPathNameW	External[0003d61e]	External Function	KERNEL32.DLL	Imported	5	0
SetStdHandle	External[0003d632]	External Function	KERNEL32.DLL	Imported	3	0
FindClose	External[0003d642]	External Function	KERNEL32.DLL	Imported	3	0
FindFirstFileExW	External[0003d64e]	External Function	KERNEL32.DLL	Imported	2	0
FindNextFileW	External[0003d662]	External Function	KERNEL32.DLL	Imported	2	0
IsValidCodePage	External[0003d672]	External Function	KERNEL32.DLL	Imported	2	0
GetACP	External[0003d684]	External Function	KERNEL32.DLL	Imported	2	0
GetOEMCP	External[0003d68e]	External Function	KERNEL32.DLL	Imported	2	0
GetCPInfo	External[0003d69a]	External Function	KERNEL32.DLL	Imported	4	0
WideCharToMultiByte	External[0003d6a6]	External Function	KERNEL32.DLL	Imported	2	0
GetEnvironmentStringsW	External[0003d6bc]	External Function	KERNEL32.DLL	Imported	3	0
FreeEnvironmentStringsW	External[0003d6d6]	External Function	KERNEL32.DLL	Imported	5	0
SetEnvironmentVariableW	External[0003d6f0]	External Function	KERNEL32.DLL	Imported	3	0
GetStringTypeW	External[0003d70a]	External Function	KERNEL32.DLL	Imported	3	0
GetProcessHeap	External[0003d71c]	External Function	KERNEL32.DLL	Imported	2	0
SetEndOfFile	External[0003d72e]	External Function	KERNEL32.DLL	Imported	2	0
HeapSize	External[0003d73e]	External Function	KERNEL32.DLL	Imported	2	0
DecodePointer	External[0003d74a]	External Function	KERNEL32.DLL	Imported	2	0
.text$mn	00401000	Function	Global	Imported	3	0
FUN_004010ef	004010ef	Function	Global	Default	2	0
FUN_0040116e	0040116e	Function	Global	Default	1	0
FUN_004011d1	004011d1	Function	Global	Default	1	0
_main	00401230	Function	Global	Imported	1	0
??$?0$$V@?$_Compressed_pair@V?$allocator@E@std@@V?$_Vector_val@U?$_Simple_types@E@std@@@2@$00@std@@QAE@U_Zero_then_variadic_args_t@1@@Z	00401402	Function	Global	Imported	0	0
_Compressed_pair<class_std::allocator<unsigned_char>,class_std::_Vector_val<struct_std::_Simple_types<unsigned_char>_>,1><>	00401402	Function	std::_Compressed_pair<class_std::allocator<unsigned_char>,class_std::_Vector_val<struct_std::_Simple_types<unsigned_char>_>,1>	Analysis	1	0
??$?0V?$allocator@E@std@@PAEPAEPAE@?$_Compressed_pair@V?$allocator@E@std@@V?$_Vector_val@U?$_Simple_types@E@std@@@2@$00@std@@QAE@U_One_then_variadic_args_t@1@$$QAV?$allocator@E@1@$$QAPAE22@Z	00401420	Function	Global	Imported	0	0
_Compressed_pair<class_std::allocator<unsigned_char>,class_std::_Vector_val<struct_std::_Simple_types<unsigned_char>_>,1><class_std::allocator<unsigned_char>,unsigned_char*,unsigned_char*,unsigned_char*>	00401420	Function	std::_Compressed_pair<class_std::allocator<unsigned_char>,class_std::_Vector_val<struct_std::_Simple_types<unsigned_char>_>,1>	Analysis	1	0
operator==<unsigned_char,class_std::allocator<unsigned_char>_>	0040147a	Function	std	Analysis	1	0
